Tipo de Reporte;Matricula;Aeródromo;Data;Hora ;Fase do Voo;Efeito no voo
COLISÃO;PRYRX;SBKP;11/02/2020;10:43;Decolagem;Nenhum
COLISÃO;AZ5290;SBME;11/02/2020;11:17;Pouso;Nenhum
COLISÃO;PRAXX;SBPL;11/02/2020;00:50;Aproximação;Nenhum
COLISÃO;PRYRT;SBCY;11/02/2020;01:23;Pouso;Nenhum
COLISÃO;PRYSC;SBEG;11/02/2020;17:18;Decolagem;Nenhum
COLISÃO;;SBVT;11/02/2020;11:30;Revisão de pista;Não reportada
COLISÃO;;SBVT;11/02/2020;11:30;Revisão de pista;Não reportada
COLISÃO;;SBVT;11/02/2020;16:50;Revisão de pista;Nenhum
QUASE COLISÃO;FAB5732;SBPV;11/02/2020;09:45;Aproximação;Desestabilização na aproximação
QUASE COLISÃO;;SBPV;11/02/2020;09:45;Aproximação;outros
COLISÃO;;SBSM;11/02/2020;09:40;Revisão de pista;Nenhum
COLISÃO;PRAYG;SBJE;11/02/2020;18:30;Decolagem;Decolagem abortada
COLISÃO;CSTOP;SBGR;11/02/2020;18:18;Pouso;Não reportada
AVISTAMENTO;PKPAUS;SBSM;11/02/2020;11:00;Táxi;Nenhum
AVISTAMENTO;FAB5942;SBPV;11/02/2020;13:00;Aproximação;Não reportada
AVISTAMENTO;;SBGL;11/02/2020;06:00;Pouso;Nenhum
AVISTAMENTO;5901;SBNT;11/02/2020;14:30;NBA;Nenhum
AVISTAMENTO;5901;SBNT;11/02/2020;14:40;NBA;Nenhum
AVISTAMENTO;5901;SBNT;11/02/2020;14:45;Aproximação;Nenhum
COLISÃO;PRXBF;SBIZ;11/02/2020;05:30;Pouso;Nenhum
AVISTAMENTO;;SBGL;11/02/2020;16:52;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;11/02/2020;14:45;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;11/02/2020;14:45;Revisão de pista;Nenhum
COLISÃO;PTMXA;SBGR;11/02/2020;13:39;Inspeção de trânsito/intervoo;Nenhum
AVISTAMENTO;;SBVT;11/02/2020;20:40;Revisão de pista;Nenhum
AVISTAMENTO;;SBCR;11/02/2020;06:17;Revisão de pista;Nenhum
AVISTAMENTO;;SBES;11/02/2020;15:00;Subida;Nenhum
COLISÃO;;SBBI;10/02/2020;06:30;Revisão de pista;Não reportada
COLISÃO;AZU4462;SBRF;10/02/2020;00:29;Pouso;Nenhum
QUASE COLISÃO;4001;SBES;10/02/2020;10:00;NBA;Nenhum
QUASE COLISÃO;4001;SBES;10/02/2020;10:00;Decolagem;Nenhum
COLISÃO;PRMAQ;SBBR;10/02/2020;08:08;Inspeção de trânsito/intervoo;Nenhum
AVISTAMENTO;;SBSN;10/02/2020;12:40;Revisão de pista;Nenhum
AVISTAMENTO;PRRMI;SSKW;10/02/2020;20:26;Pouso;Nenhum
COLISÃO;AZU4161;SBCY;10/02/2020;14:14;Decolagem;Nenhum
AVISTAMENTO;3034;SBES;10/02/2020;15:30;Cruzeiro;Nenhum
AVISTAMENTO;;SBSP;10/02/2020;09:46;Revisão de pista;Nenhum
AVISTAMENTO;;SBSC;10/02/2020;08:10;Revisão de pista;Nenhum
QUASE COLISÃO;;SBBV;10/02/2020;10:30;NBA;Não reportada
AVISTAMENTO;PRYRZ;SBKP;10/02/2020;07:53;Revisão de pista;Nenhum
AVISTAMENTO;;SBCG;10/02/2020;07:43;Revisão de pista;Nenhum
AVISTAMENTO;;SBCG;10/02/2020;14:37;Revisão de pista;Não reportada
QUASE COLISÃO;8957;SBPV;10/02/2020;09:20;Pouso;Desestabilização na aproximação
AVISTAMENTO;;SBKP;10/02/2020;17:12;Revisão de pista;Nenhum
AVISTAMENTO;;SBES;10/02/2020;15:45;NBA;Nenhum
COLISÃO;PRGUZ;SBSV;10/02/2020;00:26;Decolagem;Nenhum
AVISTAMENTO;3034;SBES;10/02/2020;16:15;NBA;Nenhum
COLISÃO;PRYRR;SBRF;10/02/2020;19:57;Pouso;Nenhum
AVISTAMENTO;;SBGL;10/02/2020;05:55;Pouso;Nenhum
AVISTAMENTO;;SBGL;10/02/2020;15:00;Pouso;Nenhum
AVISTAMENTO;5041;SBES;10/02/2020;13:15;Aproximação;Nenhum
AVISTAMENTO;;SBGL;10/02/2020;15:45;Decolagem;Nenhum
COLISÃO;PRTYQ;SBSR;10/02/2020;16:14;Aproximação;Nenhum
COLISÃO;PTXPB;SBAR;10/02/2020;19:13;Aproximação;Nenhum
COLISÃO;PRMBF;SBBR;10/02/2020;22:10;Aproximação;Nenhum
AVISTAMENTO;1008;SBES;10/02/2020;07:00;Decolagem;Nenhum
AVISTAMENTO;1008;SBES;10/02/2020;11:53;Aproximação;Nenhum
AVISTAMENTO;1008;SBES;10/02/2020;11:00;Decolagem;Nenhum
AVISTAMENTO;;SBVT;10/02/2020;20:40;Revisão de pista;Nenhum
AVISTAMENTO;;SBES;10/02/2020;16:00;Subida;Nenhum
COLISÃO;PRMYV;SBLO;09/02/2020;12:30;Pouso;Nenhum
AVISTAMENTO;;SBJD;09/02/2020;07:06;Revisão de pista;Nenhum
AVISTAMENTO;PRAAC;SBSN;09/02/2020;09:36;Decolagem;Nenhum
AVISTAMENTO;;SBRF;09/02/2020;10:00;Revisão de pista;Nenhum
COLISÃO;TAM3509;SBBE;09/02/2020;19:18;Pouso;Não reportada
AVISTAMENTO;157;SBYS;09/02/2020;09:30;Decolagem;Nenhum
AVISTAMENTO;157;SBYS;09/02/2020;10:00;Táxi;Nenhum
COLISÃO;PRYRZ;SBRF;09/02/2020;23:24;Decolagem;Nenhum
AVISTAMENTO;;SBCR;09/02/2020;06:20;Revisão de pista;Nenhum
AVISTAMENTO;;SBSP;09/02/2020;09:31;Revisão de pista;Nenhum
AVISTAMENTO;;SBSP;09/02/2020;15:34;Revisão de pista;Nenhum
AVISTAMENTO;;SBCG;09/02/2020;01:20;Revisão de pista;Nenhum
COLISÃO;PRYRI;SBFZ;09/02/2020;10:56;Pouso;Nenhum
COLISÃO;PRAQE;SBUL;09/02/2020;19:53;Pouso;Nenhum
COLISÃO;PRYSF;SBCY;09/02/2020;00:05;Pouso;Não reportada
QUASE COLISÃO;PRGUP;SBVT;09/02/2020;22:20;Pouso;Nenhum
COLISÃO;PRGEH;SBBS;09/02/2020;18:00;Pouso;Nenhum
COLISÃO;PRGUX;SBGR;09/02/2020;22:28;Pouso;Nenhum
AVISTAMENTO;;SBGL;09/02/2020;14:40;Pouso;Nenhum
AVISTAMENTO;;SBGL;09/02/2020;14:20;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;09/02/2020;06:03;Decolagem;Nenhum
AVISTAMENTO;2740;SBMN;09/02/2020;18:15;Pouso;Nenhum
COLISÃO;PRGTN;SBMG;08/02/2020;23:45;Pouso;Não reportada
AVISTAMENTO;PTITQ;SBNV;08/02/2020;13:04;Táxi;Nenhum
AVISTAMENTO;PRGOW;SBFN;08/02/2020;16:20;Decolagem;Nenhum
AVISTAMENTO;;SBGO;08/02/2020;16:50;Revisão de pista;Nenhum
COLISÃO;PRMBX;SBGL;08/02/2020;19:20;Decolagem;Nenhum
QUASE COLISÃO;PRRMB;SBTT;08/02/2020;11:08;Aproximação;Nenhum
AVISTAMENTO;;SBSP;08/02/2020;08:29;Revisão de pista;Nenhum
AVISTAMENTO;;SBSP;08/02/2020;15:52;Revisão de pista;Nenhum
COLISÃO;PRAYN;SBKP;08/02/2020;14:05;Aproximação;Nenhum
COLISÃO;;SBMT;08/02/2020;07:30;Revisão de pista;Não reportada
COLISÃO;PRYRQ;SBKP;08/02/2020;22:20;Pouso;Nenhum
COLISÃO;PRAYN;SBFL;08/02/2020;11:13;Decolagem;Nenhum
COLISÃO;PRYYC;SBCY;08/02/2020;20:26;Pouso;Nenhum
AVISTAMENTO;;SBVT;08/02/2020;17:00;Revisão de pista;Nenhum
AVISTAMENTO;;SBVT;08/02/2020;17:00;Revisão de pista;Nenhum
COLISÃO;PRVBV;SBCN;08/02/2020;20:13;Decolagem;Nenhum
AVISTAMENTO;;SBVT;08/02/2020;14:30;Aproximação;Nenhum
AVISTAMENTO;;SBGL;08/02/2020;15:50;Revisão de pista;Nenhum
COLISÃO;PTMXL;SBFZ;08/02/2020;12:00;Decolagem;Nenhum
COLISÃO;AZU2685;SBRP;07/02/2020;08:08;Decolagem;Nenhum
AVISTAMENTO;PRGEA;SBSL;07/02/2020;05:58;Táxi;Nenhum
COLISÃO;PRAKC;SBMO;07/02/2020;10:59;Decolagem;Nenhum
COLISÃO;4850;SBSC;07/02/2020;10:20;Aproximação;Desestabilização na aproximação,outros
AVISTAMENTO;;SBJD;07/02/2020;10:25;Revisão de pista;Nenhum
QUASE COLISÃO;PROHC;SBFS;07/02/2020;11:32;Decolagem;outros
AVISTAMENTO;PTSHY;SBBH;07/02/2020;12:41;Aproximação;Nenhum
COLISÃO;PRAYE;SBCF;07/02/2020;06:34;Decolagem;Nenhum
AVISTAMENTO;;SBJD;07/02/2020;14:15;Revisão de pista;Nenhum
AVISTAMENTO;;SBJD;07/02/2020;15:16;Revisão de pista;Nenhum
COLISÃO;;SBCG;07/02/2020;03:16;Revisão de pista;Não reportada
AVISTAMENTO;;SBGO;07/02/2020;11:25;Decolagem;Nenhum
AVISTAMENTO;;SBGO;07/02/2020;11:42;Decolagem;Nenhum
AVISTAMENTO;;SBFI;07/02/2020;22:50;Táxi;Nenhum
AVISTAMENTO;;SBGO;07/02/2020;15:10;Revisão de pista;Nenhum
AVISTAMENTO;;SBSC;07/02/2020;22:00;Revisão de pista;Nenhum
AVISTAMENTO;;SBCR;07/02/2020;06:20;Revisão de pista;Nenhum
COLISÃO;AZU4292;SBCY;07/02/2020;19:30;Pouso;Não reportada
QUASE COLISÃO;PRRMI;SSKW;07/02/2020;13:30;Aproximação;Nenhum
AVISTAMENTO;1008;SBES;07/02/2020;13:25;Estacionamento;Nenhum
AVISTAMENTO;PRRMB;SBTT;07/02/2020;10:35;Aproximação;Nenhum
AVISTAMENTO;;SBSP;07/02/2020;08:29;Revisão de pista;Nenhum
AVISTAMENTO;;SBSP;07/02/2020;16:41;Revisão de pista;Nenhum
COLISÃO;PRYRC;SBSV;07/02/2020;10:23;Pouso;Nenhum
AVISTAMENTO;PRYYI;SBVT;07/02/2020;23:29;Pouso;Não reportada
AVISTAMENTO;;SBGL;07/02/2020;14:00;Pouso;Nenhum
QUASE COLISÃO;5041;SBES;07/02/2020;16:00;Aproximação;outros
AVISTAMENTO;5041;SBES;07/02/2020;15:45;Pouso;Nenhum
QUASE COLISÃO;5043;SBES;07/02/2020;15:30;Aproximação;outros
QUASE COLISÃO;5043;SBES;07/02/2020;15:10;Pouso;outros
AVISTAMENTO;;SBGL;07/02/2020;15:50;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;07/02/2020;09:05;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;07/02/2020;06:20;Revisão de pista;Nenhum
COLISÃO;PRGEH;SBNF;07/02/2020;00:31;Pouso;Nenhum
COLISÃO;PTMZU;SBSR;07/02/2020;08:12;Decolagem;Nenhum
AVISTAMENTO;1008;SBES;07/02/2020;14:20;Aproximação;Nenhum
AVISTAMENTO;1022;SBES;07/02/2020;08:50;Aproximação;Nenhum
AVISTAMENTO;1022;SBES;07/02/2020;14:00;Aproximação;Nenhum
AVISTAMENTO;1022;SBES;07/02/2020;17:00;Decolagem;Nenhum
AVISTAMENTO;1022;SBES;07/02/2020;09:00;Aproximação;Nenhum
COLISÃO;PRAXB;SBCG;07/02/2020;04:30;Decolagem;Nenhum
COLISÃO;;SBGO;06/02/2020;13:27;Inspeção de trânsito/intervoo;outros
COLISÃO;;SBBE;06/02/2020;06:28;Decolagem;Nenhum
AVISTAMENTO;AZU2492;SBKG;06/02/2020;10:23;Pouso;Nenhum
AVISTAMENTO;FAB2703;SBNT;06/02/2020;10:00;Aproximação;Nenhum
AVISTAMENTO;;SBJD;06/02/2020;10:43;Revisão de pista;Nenhum
AVISTAMENTO;;SBGO;06/02/2020;11:03;Inspeção de trânsito/intervoo;Nenhum
AVISTAMENTO;;SBCB;06/02/2020;15:25;Revisão de pista;Nenhum
COLISÃO;PRVBI;SBCT;06/02/2020;15:21;Pouso;Nenhum
COLISÃO;PRMHX;SBSR;06/02/2020;12:45;Decolagem;Nenhum
AVISTAMENTO;2342;SBSC;06/02/2020;15:50;Decolagem;Nenhum
AVISTAMENTO;;SBPL;06/02/2020;17:25;Revisão de pista;Nenhum
AVISTAMENTO;PRAQZ;SBRP;06/02/2020;19:01;Decolagem;Nenhum
COLISÃO;PRAUQ;SBPA;06/02/2020;19:53;Decolagem;Não reportada
COLISÃO;PRAXF;SBRJ;06/02/2020;20:36;Pouso;Não reportada,outros
COLISÃO;PRAQJ;SBAE;06/02/2020;23:01;Pouso;Nenhum
COLISÃO;;SBSV;06/02/2020;06:00;Revisão de pista;Não reportada
AVISTAMENTO;FAB2342;SBSC;06/02/2020;14:30;Táxi;Não reportada
COLISÃO;PRTKI;SBRP;06/02/2020;08:00;Decolagem;Nenhum
AVISTAMENTO;5041;SBES;06/02/2020;14:55;Aproximação;Nenhum
AVISTAMENTO;5041;SBES;06/02/2020;14:15;Aproximação;Nenhum
QUASE COLISÃO;5041;SBES;06/02/2020;13:20;Aproximação;outros
AVISTAMENTO;5041;SBES;06/02/2020;10:00;Aproximação;Nenhum
AVISTAMENTO;5041;SBES;06/02/2020;15:50;Aproximação;Nenhum
AVISTAMENTO;;SBGL;06/02/2020;16:55;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;06/02/2020;14:35;Revisão de pista;Nenhum
COLISÃO;PRGZV;SBAR;06/02/2020;18:10;Decolagem;Nenhum
AVISTAMENTO;MAR;SBES;06/02/2020;09:00;Táxi;Nenhum
AVISTAMENTO;MAR;SBES;06/02/2020;07:00;Táxi;Nenhum
AVISTAMENTO;;SBES;06/02/2020;05:00;Decolagem;Nenhum
AVISTAMENTO;;SBES;06/02/2020;10:00;Aproximação;Nenhum
AVISTAMENTO;;SBES;06/02/2020;07:00;Decolagem;Nenhum
AVISTAMENTO;;SBES;06/02/2020;09:00;Aproximação;Nenhum
AVISTAMENTO;;SBES;06/02/2020;09:00;Aproximação;Nenhum
AVISTAMENTO;MAR;SBES;06/02/2020;09:00;Táxi;Nenhum
COLISÃO;PRMHX;SBSR;06/02/2020;12:00;Decolagem;Nenhum
AVISTAMENTO;7084;SBES;06/02/2020;15:00;Subida;Nenhum
COLISÃO;PRYRV;SBRF;05/02/2020;09:27;Decolagem;Nenhum
COLISÃO;;SBAR;05/02/2020;06:30;Inspeção de trânsito/intervoo;Nenhum
AVISTAMENTO;;SBCR;05/02/2020;06:35;Revisão de pista;Nenhum
AVISTAMENTO;;SBYS;05/02/2020;08:55;Revisão de pista;Nenhum
COLISÃO;1948;SBYS;05/02/2020;10:30;Pouso;Nenhum
AVISTAMENTO;;SBCR;05/02/2020;06:35;Revisão de pista;Nenhum
COLISÃO;FAB2809;SBTT;05/02/2020;14:20;Pouso;Desestabilização na aproximação
AVISTAMENTO;;SBPS;05/02/2020;17:20;Revisão de pista;Não reportada
AVISTAMENTO;5041;SBES;05/02/2020;11:00;Aproximação;outros
AVISTAMENTO;;SBSP;05/02/2020;16:40;Revisão de pista;Nenhum
COLISÃO;PRTYL;SBSR;05/02/2020;12:26;Pouso;Nenhum
COLISÃO;PRGUF;SBGL;05/02/2020;10:42;Decolagem;outros
QUASE COLISÃO;;SBPV;05/02/2020;11:20;Subida;Não reportada
COLISÃO;PRMBR;SBGL;05/02/2020;15:15;Decolagem;Nenhum
AVISTAMENTO;FAB8957;SBPV;05/02/2020;09:20;Aproximação;Nenhum
AVISTAMENTO;4849;SBAN;05/02/2020;18:30;Táxi;Nenhum
AVISTAMENTO;;SBGL;05/02/2020;14:55;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;05/02/2020;06:33;Revisão de pista;Nenhum
COLISÃO;PRMYW;SBTE;05/02/2020;07:30;Inspeção de trânsito/intervoo;Nenhum
COLISÃO;PRMYJ;SBJA;05/02/2020;14:49;Pouso;Nenhum
COLISÃO;PRXBB;SBPA;05/02/2020;09:00;Pouso;Nenhum
AVISTAMENTO;;SBCR;05/02/2020;17:15;Revisão de pista;Nenhum
AVISTAMENTO;7069;SBES;05/02/2020;15:00;Subida;Nenhum
AVISTAMENTO;7084;SBES;05/02/2020;09:00;Cruzeiro;Nenhum
AVISTAMENTO;;SBJD;04/02/2020;10:46;Aproximação;Nenhum
AVISTAMENTO;FAB1414;SBYS;04/02/2020;08:20;Decolagem;Nenhum
AVISTAMENTO;1008;SBES;04/02/2020;11:00;Aproximação;Nenhum
AVISTAMENTO;;SBSP;04/02/2020;16:53;Revisão de pista;Nenhum
COLISÃO;PTRMB;SDCO;04/02/2020;17:30;Pouso;outros
AVISTAMENTO;2286;SBSC;04/02/2020;14:20;Aproximação;Nenhum
AVISTAMENTO;PRCGJ;SBME;04/02/2020;10:37;Pouso;Nenhum
AVISTAMENTO;PTB2234;SBPJ;04/02/2020;15:21;Aproximação;Nenhum
COLISÃO;;SBCG;04/02/2020;23:49;Revisão de pista;Não reportada
COLISÃO;;SBCG;04/02/2020;20:43;Revisão de pista;Não reportada
AVISTAMENTO;;SBPL;04/02/2020;16:00;Decolagem;Nenhum
AVISTAMENTO;PRLPL;SBIH;04/02/2020;12:11;Táxi;Nenhum
COLISÃO;PRMAZ;SBLO;04/02/2020;18:15;Pouso;Nenhum
AVISTAMENTO;5054;SBES;04/02/2020;10:00;Aproximação;Nenhum
AVISTAMENTO;5054;SBES;04/02/2020;13:40;Aproximação;Nenhum
AVISTAMENTO;;SBMT;04/02/2020;12:20;Revisão de pista;Nenhum
COLISÃO;;SBSG;04/02/2020;08:25;Inspeção de trânsito/intervoo;Não reportada
COLISÃO;PRYRX;SBBR;04/02/2020;21:19;Decolagem;Nenhum
AVISTAMENTO;PRAUQ;SBSI;04/02/2020;16:00;Aproximação;Nenhum
COLISÃO;PRAYN;SBCF;04/02/2020;20:35;Aproximação;Nenhum
QUASE COLISÃO;;SBSC;04/02/2020;14:00;Aproximação;outros
AVISTAMENTO;;SBES;04/02/2020;10:30;Subida;Nenhum
AVISTAMENTO;;SBGL;04/02/2020;06:00;Pouso;Nenhum
AVISTAMENTO;;SBGL;04/02/2020;17:00;Revisão de pista;Nenhum
COLISÃO;;SBCG;04/02/2020;23:45;Revisão de pista;Não reportada
AVISTAMENTO;1022;SBES;04/02/2020;10:30;Aproximação;Nenhum
AVISTAMENTO;7069;SBES;04/02/2020;15:00;Subida;Nenhum
AVISTAMENTO;7084;SBES;04/02/2020;10:00;Subida;Nenhum
AVISTAMENTO;7063;SBES;04/02/2020;08:00;Subida;Nenhum
AVISTAMENTO;;SBSL;03/02/2020;06:00;Revisão de pista;Não reportada
AVISTAMENTO;;SBSP;03/02/2020;16:25;Revisão de pista;Nenhum
AVISTAMENTO;;SBPB;03/02/2020;09:00;Revisão de pista;Nenhum
AVISTAMENTO;GLO1334;SBDN;03/02/2020;13:01;Descida;Nenhum
QUASE COLISÃO;5965;SDSQ;03/02/2020;14:30;NBA;outros
AVISTAMENTO;8958;SBPV;03/02/2020;14:30;NBA;Nenhum
QUASE COLISÃO;8958;SBPV;03/02/2020;14:30;Pouso;Desestabilização na aproximação
AVISTAMENTO;;SBEG;03/02/2020;17:30;Revisão de pista;Não reportada
COLISÃO;PTMZU;SBRP;03/02/2020;20:30;Pouso;Nenhum
AVISTAMENTO;PRHNE;SBNV;03/02/2020;08:14;Táxi;Nenhum
COLISÃO;PRYSE;SBCG;03/02/2020;20:01;Pouso;Nenhum
AVISTAMENTO;FAB1312;SBYS;03/02/2020;10:40;Pouso;Nenhum
AVISTAMENTO;PTVSG;SBBH;03/02/2020;12:16;Aproximação;Nenhum
AVISTAMENTO;FAB1426;SBYS;03/02/2020;08:20;Decolagem;Nenhum
QUASE COLISÃO;FAB1426;SBYS;03/02/2020;13:00;Aproximação;Desestabilização na aproximação
AVISTAMENTO;;SBMT;03/02/2020;12:38;Revisão de pista;Nenhum
COLISÃO;;SBBR;03/02/2020;14:42;Revisão de pista;Não reportada
COLISÃO;;SBBR;03/02/2020;14:48;Revisão de pista;Não reportada
COLISÃO;PRURS;SBPK;03/02/2020;21:00;Pouso;Nenhum
QUASE COLISÃO;;SBPV;03/02/2020;13:00;NBA;Não reportada
QUASE COLISÃO;2723;SBSL;03/02/2020;00:09;Decolagem;Decolagem abortada
COLISÃO;PRMBA;SBGO;03/02/2020;10:00;Decolagem;Nenhum
AVISTAMENTO;PTMXP;SBFI;03/02/2020;18:59;Pouso;Nenhum
AVISTAMENTO;CCBFT;SBFI;03/02/2020;19:53;Táxi;Nenhum
AVISTAMENTO;;SBGL;03/02/2020;10:00;Pouso;Nenhum
COLISÃO;PRYYD;SBKP;03/02/2020;10:43;Subida;Nenhum
AVISTAMENTO;;SBGL;03/02/2020;06:33;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;03/02/2020;17:20;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;03/02/2020;10:40;Revisão de pista;Nenhum
COLISÃO;PRMYB;SBSP;03/02/2020;15:18;Aproximação;Nenhum
AVISTAMENTO;;SBBE;03/02/2020;09:02;Revisão de pista;Nenhum
COLISÃO;PRMHQ;SBSL;03/02/2020;15:32;Aproximação;Nenhum
AVISTAMENTO;;SBVT;03/02/2020;07:15;Revisão de pista;Nenhum
AVISTAMENTO;;SBES;03/02/2020;15:00;Subida;Nenhum
AVISTAMENTO;;SBES;03/02/2020;10:00;Subida;Nenhum
AVISTAMENTO;7069;SBES;03/02/2020;08:00;Subida;Nenhum
AVISTAMENTO;PRAQR;SBJP;02/02/2020;09:22;Pouso;Nenhum
AVISTAMENTO;;SBJD;02/02/2020;09:51;Revisão de pista;Nenhum
AVISTAMENTO;PRYRO;SBPS;02/02/2020;15:45;Aproximação;Nenhum
AVISTAMENTO;;SBFI;02/02/2020;13:50;Revisão de pista;Nenhum
COLISÃO;PRGTE;SBTE;02/02/2020;23:49;Pouso;Nenhum
COLISÃO;PRTYR;SBBR;02/02/2020;09:40;Decolagem;Nenhum
AVISTAMENTO;PTMXB;SBCT;02/02/2020;20:41;Revisão de pista;Nenhum
AVISTAMENTO;;SBCT;02/02/2020;01:10;Revisão de pista;Nenhum
AVISTAMENTO;;SBIH;02/02/2020;10:27;Revisão de pista;Nenhum
AVISTAMENTO;;SBSP;02/02/2020;15:54;Revisão de pista;Nenhum
COLISÃO;PRAQH;SNTF;02/02/2020;15:54;Subida;Nenhum
COLISÃO;PRYSC;SBKP;02/02/2020;21:21;Pouso;Nenhum
COLISÃO;;SBCF;02/02/2020;12:30;Revisão de pista;Não reportada
COLISÃO;PRYYF;SBCY;02/02/2020;22:28;Decolagem;Nenhum
AVISTAMENTO;;SBYS;02/02/2020;15:10;Decolagem;Nenhum
AVISTAMENTO;;SBMT;02/02/2020;12:50;Revisão de pista;Nenhum
COLISÃO;PRAKC;SBSG;02/02/2020;15:45;Decolagem;Não reportada
COLISÃO;PRYYG;SBKP;02/02/2020;11:52;Táxi;Nenhum
COLISÃO;PRTKJ;SBMK;02/02/2020;23:27;Pouso;Nenhum
COLISÃO;PRTKK;SBTD;02/02/2020;09:00;Aproximação;Nenhum
AVISTAMENTO;;SBGL;02/02/2020;06:00;Pouso;Nenhum
AVISTAMENTO;;SBGL;02/02/2020;06:35;Revisão de pista;Nenhum
AVISTAMENTO;GLO2165;SBJP;01/02/2020;03:24;Táxi;Nenhum
COLISÃO;TAM4769;SBSL;01/02/2020;05:38;Decolagem;Nenhum
AVISTAMENTO;;SBJD;01/02/2020;11:43;Revisão de pista;Nenhum
COLISÃO;PRYYA;SBRF;01/02/2020;18:35;Decolagem;Não reportada,outros
COLISÃO;PRMAZ;SBVT;01/02/2020;19:09;Pouso;Nenhum
AVISTAMENTO;PRGXT;SBVT;01/02/2020;22:48;Táxi;Nenhum
COLISÃO;PRYYE;SBEG;01/02/2020;10:56;Pouso;Nenhum
AVISTAMENTO;PTWEK;SBNV;01/02/2020;07:05;Táxi;Nenhum
AVISTAMENTO;PRGPN;SBNV;01/02/2020;11:41;Táxi;Nenhum
COLISÃO;PRVBF;SBGL;01/02/2020;09:05;Decolagem;Nenhum
AVISTAMENTO;;SBSP;01/02/2020;15:42;Revisão de pista;Nenhum
COLISÃO;PRAYN;SBPA;01/02/2020;10:39;Subida;Nenhum
COLISÃO;PRAXR;SBRF;01/02/2020;18:20;Decolagem;Não reportada,outros
AVISTAMENTO;;SBJD;01/02/2020;14:36;Revisão de pista;Nenhum
AVISTAMENTO;PTRUH;SBCG;01/02/2020;10:25;Pouso;Não reportada
AVISTAMENTO;;SBRF;01/02/2020;16:00;Revisão de pista;Nenhum
COLISÃO;PRYSC;SBKP;01/02/2020;21:28;Aproximação;Nenhum
AVISTAMENTO;PRTKK;SBFI;01/02/2020;22:04;Revisão de pista;Nenhum
AVISTAMENTO;;SBGL;01/02/2020;07:00;Pouso;Nenhum
AVISTAMENTO;;SBGL;01/02/2020;06:35;Revisão de pista;Nenhum
COLISÃO;PRXBF;SBSL;01/02/2020;08:38;Decolagem;Nenhum
